fid_1,GF,ARS,AGS,GEN,BEZ,BEM,NUTS,DEBKG_ID,netPotentialShare,buildingWithPVShare,MStRInstalledNetPower,SolarPotentialInMWhPerYear,NumberOfBuildingsWithPV,NumberOfBuildings
628,4,10585864065,1058065,Groß Vollstedt,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E5LJ,8.76,20.79,714.82,8160.87,90,433
627,4,10585864059,1058059,Gnutz,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E6IJ,5.1,6.76,1092.74,21431.65,94,1391
626,4,10585864049,1058049,Emkendorf,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E30L,7.94,8.17,1583.38,19934.71,78,955
625,4,10585864046,1058046,Ellerdorf,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E69F,7.36,10.58,451.44,6134.83,29,274
624,4,10585864045,1058045,Eisendorf,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000DX1C,2.47,9.73,123.76,5020.17,18,185
623,4,10585864038,1058038,Dätgen,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E4YV,11.14,11.43,1153.44,10357.31,52,455
622,4,10585864027,1058027,Brammer,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E3SD,16.42,6.9,1488.79,9067.85,31,449
621,4,10585864023,1058023,Borgdorf-Seedorf,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E54N,3.48,5.92,175.09,5037.41,17,287
620,4,10585864021,1058021,Bokel,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E1OT,3.46,5.88,362.3,10461.62,34,578
619,4,10585864011,1058011,Bargstedt,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E2V5,4.76,6.94,657.02,13810.86,50,720
618,4,10585859141,1058141,Schierensee,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E6BT,3.2,5.03,175.24,5467.96,16,318
617,4,10585859139,1058139,Rumohr,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E559,5.2,10.16,431.31,8292.79,44,433
616,4,10585859138,1058138,Rodenbek,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E2FQ,7.95,6.77,376.16,4732.5,21,310
615,4,10585859107,1058107,Molfsee,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E66S,3.41,7.66,1164.51,34167.98,154,2011
614,4,10585859105,1058105,Mielkendorf,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E6O8,5.19,8.78,509.72,9818.04,59,672
613,4,10585859018,1058018,Blumenthal,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E62U,5.96,11.2,389.18,6534.71,41,366
612,4,10585853172,1058172,Westerrönfeld,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000DZJ9,6.7,10.6,2209.13,32970.51,215,2028
611,4,10585853155,1058155,Stafstedt,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E5T2,21.57,7.62,2400.84,11129.12,33,433
610,4,10585853148,1058148,Schülp b. Rendsburg,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000DZOY,15.89,13.28,1940.64,12214.64,81,610
609,4,10585853101,1058101,Luhnstedt,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E2V3,6.14,5.61,459.45,7483.18,22,392
608,4,10585853086,1058086,Jevenstedt,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E132,8.95,9.02,3749.13,41890.23,207,2295
607,4,10585853075,1058075,Hörsten,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E623,18,14.93,428.2,2378.41,10,67
606,4,10585853071,1058071,Hamweddel,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E6IG,10.17,10.33,972.86,9564.12,50,484
605,4,10585853068,1058068,Haale,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E6JS,7.92,7.45,871.46,11006.74,45,604
604,4,10585853048,1058048,Embühren,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E3O0,18.86,10.94,1098.52,5823.6,28,256
603,4,10585853031,1058031,Brinjahe,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E6IU,10.85,6.92,319.95,2948.78,11,159
602,4,10585847154,1058154,Sophienhamm,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E5RI,6.84,11.49,237.01,3466.54,20,174
601,4,10585847129,1058129,Prinzenmoor,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000DWBB,13.66,7.75,577.2,4224.2,11,142
600,4,10585847097,1058097,Lohe-Föhrden,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E621,14.01,10.93,1113.09,7943.09,34,311
599,4,10585847089,1058089,Königshügel,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E02G,8.19,7.6,366.48,4477.38,13,171
598,4,10585847078,1058078,Hohn,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E5RT,7.62,16.1,2278.64,29889.89,199,1236
597,4,10585847070,1058070,Hamdorf,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E3AV,6.24,7.36,1453.64,23300.4,91,1236
596,4,10585847056,1058056,Friedrichsholm,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E47T,14.78,10.59,1189.06,8042.99,36,340
595,4,10585847055,1058055,Friedrichsgraben,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000DZHY,0.76,1.67,13.4,1772.55,1,60
594,4,10585847047,1058047,Elsdorf-Westermühlen,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E32O,9.64,9.34,2329.91,24178.74,128,1371
593,4,10585847036,1058036,Christiansholm,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E47U,6.03,6.04,266.36,4413.91,16,265
592,4,10585847029,1058029,Breiholz,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000DZHX,12.83,11.78,2362.26,18412.62,106,900
591,4,10585847010,1058010,Bargstall,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E32N,2.12,3.08,61.76,2916.3,4,130
590,4,10585833136,1058136,Rickert,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E11Q,6.08,11.42,433.08,7121.77,50,438
589,4,10585833118,1058118,Nübbel,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000DZOX,9.2,8.65,1397.29,15193.47,74,855
588,4,10585833054,1058054,Fockbek,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E047,6.29,11.84,3855.84,61307.86,341,2880
587,4,10585833003,1058003,Alt Duvenstedt,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E30P,6,10.6,1114.92,18573.49,99,934
586,4,10585830160,1058160,Techelsdorf,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E5CF,8.16,14.12,136.55,1673.74,12,85
585,4,10585830145,1058145,Schönhorst,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E6LW,4.26,7.85,176.97,4149.88,15,191
584,4,10585830053,1058053,Flintbek,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E5BG,4.35,9.17,2308.46,53107.71,235,2564
583,4,10585830019,1058019,Böhnhusen,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E5CW,9.27,14.19,331.89,3581.43,21,148
582,4,10585824165,1058165,Tüttendorf,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E306,8.66,13.2,1114.1,12868.93,89,674
581,4,10585824142,1058142,Schinkel,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E307,7.66,12.35,697.03,9105.19,74,599
580,4,10585824121,1058121,Osdorf,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E4LZ,8.3,11.39,2011.9,24234.91,175,1537
579,4,10585824112,1058112,Neuwittenbek,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E305,13.32,10.36,1531.7,11503.15,70,676
578,4,10585824110,1058110,Neudorf-Bornstein,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E4LX,6.66,7.26,682.94,10255.77,64,882
577,4,10585824096,1058096,Lindau,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E5TP,6.81,8.96,1314.12,19293.71,102,1138
576,4,10585824058,1058058,Gettorf,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000DWDW,6.95,10.27,3616.67,52007.16,379,3692
575,4,10585824051,1058051,Felm,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000DWNJ,8.12,11.17,793.5,9770.42,66,591
574,4,10585822157,1058157,Strande,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E5L6,9.38,11.48,1173.02,12505.63,76,662
573,4,10585822150,1058150,Schwedeneck,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E6LS,8.12,10.36,2262.66,27857.51,146,1409
572,4,10585822116,1058116,Noer,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E5CM,7.28,9.79,826.44,11357.26,60,613
571,4,10585822037,1058037,Dänischenhagen,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000DWGK,8.45,15.03,2167.48,25653.76,221,1470
570,4,10585803171,1058171,Westensee,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E61Y,5.54,7.24,801.92,14476.15,65,898
569,4,10585803130,1058130,Quarnbek,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000DW0O,9.9,9.46,1285.05,12984.68,99,1046
568,4,10585803126,1058126,Ottendorf,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E5BE,7.58,7.94,652.78,8609.03,56,705
567,4,10585803104,1058104,Melsdorf,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E6A7,5.38,12.3,1367.29,25437.66,92,748
566,4,10585803093,1058093,Krummwisch,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E5CZ,11.61,8.37,1215.73,10473.44,44,526
565,4,10585803050,1058050,Felde,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E6LV,12.91,13.29,2392.14,18535.19,138,1038
564,4,10585803028,1058028,Bredenbek,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000DZ8H,10.01,10.15,1456.13,14551.98,92,906
563,4,10585803001,1058001,Achterwehr,Gemeinde,gemeinschaftsangehörig,DEF0B,DEBKGDL20000E4SR,6.39,9.2,541.84,8480.33,55,598
562,4,10580169169,1058169,Wasbek,Gemeinde,--,DEF0B,DEBKGDL20000DW0C,5.61,6.02,1933.05,34460.85,130,2158
561,4,10580135135,1058135,Rendsburg,Stadt,--,DEF0B,DEBKGDL20000DZJ8,2.82,5.42,5275.22,187097.79,354,6526
560,4,10580092092,1058092,Kronshagen,Gemeinde,--,DEF0B,DEBKGDL20000E5CK,3.08,5.15,1553.94,50488.68,192,3730
559,4,10580043043,1058043,Eckernförde,Stadt,--,DEF0B,DEBKGDL20000E4YC,3.09,4.99,4217.82,136330.89,457,9164
558,4,10580034034,1058034,Büdelsdorf,Stadt,--,DEF0B,DEBKGDL20000E11P,4.89,9.69,3877.17,79328.37,289,2981
557,4,10580005005,1058005,Altenholz,Gemeinde,--,DEF0B,DEBKGDL20000E0Y1,5.43,10.65,2912,53646.92,304,2854
556,4,10575785085,1057085,Wankendorf,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E5BO,5.17,12.8,1219.58,23600.12,128,1000
555,4,10575785083,1057083,Tasdorf,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E63P,4.31,11.6,200.5,4651.77,21,181
554,4,10575785080,1057080,Stolpe,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E152,7.35,14.05,856.92,11655.04,85,605
553,4,10575785071,1057071,Schillsdorf,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E54Q,7.18,14.9,990.25,13785.09,76,510
552,4,10575785069,1057069,Ruhwinkel,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E5C4,8.37,11.94,1431.16,17100.51,51,427
551,4,10575785068,1057068,Rendswühren,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E5KZ,12.32,19,1513.07,12285.48,76,400
550,4,10575785024,1057024,Großharrie,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E2WE,6.62,8.25,609.2,9199.21,34,412
549,4,10575785005,1057005,Belau,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E1HL,10.19,12.69,471.79,4630.63,34,268
548,4,10575782074,1057074,Schönkirchen,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E5KX,5.77,6.76,2503.9,43422.93,198,2930
547,4,10575782051,1057051,Mönkeberg,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E6L9,6.24,8.71,911.02,14610.79,109,1251
546,4,10575782025,1057025,Heikendorf,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E5C7,5.2,8.79,2578.59,49574.17,277,3151
545,4,10575775090,1057090,Fargau-Pratjau,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E5BQ,12.02,7.18,1311,10907.09,50,696
544,4,10575775077,1057077,Selent,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E54T,9.26,13.24,1022.5,11041.29,98,740
543,4,10575775072,1057072,Schlesen,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E0KJ,8.31,9.38,397.7,4786.45,32,341
542,4,10575775052,1057052,Mucheln,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000DW28,3.05,4.02,182.56,5992.39,18,448
541,4,10575775050,1057050,Martensrade,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E01A,6.35,8.42,670.32,10556.64,58,689
540,4,10575775044,1057044,Lammershagen,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000DXQW,1.28,1.87,32.17,2506.23,4,214
539,4,10575775016,1057016,Dobersdorf,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E11N,10.59,14.49,1154.28,10895.1,91,628
538,4,10575755088,1057088,Wisch,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E4ST,6.39,6.64,452,7074.71,49,738
537,4,10575755087,1057087,Wendtorf,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000004S,6.62,8.51,567.79,8572.65,44,517
536,4,10575755081,1057081,Stoltenberg,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E55M,9.79,8.8,334.78,3419.79,22,250
535,4,10575755079,1057079,Stein,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E5LK,9.92,13.38,661.35,6670.1,57,426
534,4,10575755078,1057078,Stakendorf,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E62V,6.79,7.64,437.63,6447.45,35,458
533,4,10575755073,1057073,Schönberg (Holstein),Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E4SU,6.05,9.32,2965.57,49005.11,275,2951
532,4,10575755063,1057063,Probsteierhagen,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E2QT,9.55,9.67,1738.66,18214.01,127,1314
531,4,10575755060,1057060,Prasdorf,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E2AO,8.86,7.94,386.46,4360.99,25,315
530,4,10575755056,1057056,Passade,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E2QI,28,14.78,921.72,3291.81,30,203
529,4,10575755049,1057049,Lutterbek,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E5TG,16.12,16.99,358.65,2225.05,26,153
528,4,10575755043,1057043,Laboe,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E55G,3.55,8.16,1068.78,30121.86,139,1704
527,4,10575755041,1057041,Krummbek,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000DXAV,9.28,7.6,426.2,4591.33,20,263
526,4,10575755040,1057040,Krokau,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E2AM,16.75,12.96,620.42,3704.5,32,247
525,4,10575755039,1057039,Köhn,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E6LX,11.89,11.69,1007.72,8473.85,69,590
524,4,10575755028,1057028,Höhndorf,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E6BZ,15.12,16.98,746.43,4937.9,36,212
523,4,10575755020,1057020,Fiefbergen,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E5TK,6.01,8.18,332.3,5531.07,32,391
522,4,10575755018,1057018,Fahren,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E5LN,7.25,9.38,118.05,1627.59,9,96
521,4,10575755012,1057012,Brodersdorf,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E4KR,13.04,12.32,450.3,3453.48,26,211
520,4,10575755006,1057006,Bendfeld,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E5VQ,4.02,6.01,92.38,2300.8,11,183
519,4,10575755003,1057003,Barsbek,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E2AL,12.73,14.12,557.49,4378.8,37,262
518,4,10575747086,1057086,Warnau,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E153,5.6,7.63,182.83,3265.1,18,236
517,4,10575747084,1057084,Wahlstorf,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E03J,9.17,6.65,580.85,6334.19,23,346
516,4,10575747070,1057070,Schellhorn,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E62M,5.7,7.46,566.2,9931.21,54,724
515,4,10575747066,1057066,Rastorf,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E5LL,8.97,7.59,1076.73,12007.97,51,672
514,4,10575747059,1057059,Postfeld,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E1WF,8.71,15.38,421.26,4835.97,42,273
513,4,10575747058,1057058,Pohnsdorf,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E190,13.11,9.33,868.7,6624.24,28,300
512,4,10575747054,1057054,Nettelsee,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E5BN,20.43,12.66,840.69,4115.96,29,229
511,4,10575747047,1057047,Löptin,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E1WE,2.35,6.43,90.62,3854.99,11,171
510,4,10575747046,1057046,Lehmkuhlen,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E349,9.9,9.2,1574.16,15900.26,79,859
509,4,10575747042,1057042,Kühren,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E4RY,12.6,9.83,963.01,7642.95,35,356
508,4,10575747037,1057037,Klein Barkau,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E4L9,7.7,8.51,261.98,3404.02,16,188
507,4,10575747033,1057033,Kirchbarkau,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E5TO,7.56,13.21,336.06,4444.7,42,318
506,4,10575747031,1057031,Honigsee,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E4YI,6.05,5.98,341.85,5648.73,15,251
505,4,10575747023,1057023,Großbarkau,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E5C8,4,6.9,130.27,3258.68,10,145
504,4,10575747011,1057011,Bothkamp,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E6KJ,7.53,10.34,314.29,4172.4,21,203
503,4,10575747010,1057010,Boksee,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E5CH,5,8.36,209.44,4192.67,27,323
502,4,10575747002,1057002,Barmissen,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E4YM,9.13,7.08,260.68,2856.63,8,113
501,4,10575739089,1057089,Wittmoldt,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E1HN,7.33,11.93,185.17,2527.08,13,109
500,4,10575739067,1057067,Rathjensdorf,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E29R,16.04,8.7,969.15,6043.53,30,345
499,4,10575739065,1057065,Rantzau,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000DY31,3.76,5.75,187.6,4991.5,18,313
498,4,10575739053,1057053,Nehmten,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E2W6,13.55,13.03,750.66,5538.54,37,284
497,4,10575739045,1057045,Lebrade,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000DW29,7.47,7.54,445.38,5965.89,30,398
496,4,10575739032,1057032,Kalübbe,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E1L6,9.34,11.57,609.92,6532.74,42,363
495,4,10575739022,1057022,Grebin,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E0VI,6.01,7.54,819.68,13638.65,57,756
494,4,10575739017,1057017,Dörnick,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E1F2,7.34,13.33,259.02,3529.49,20,150
493,4,10575739015,1057015,Dersau,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E34A,11.27,7.67,1048.7,9305.77,45,587
492,4,10575727082,1057082,Tröndel,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E6BW,10.22,6.13,565.85,5534.65,20,326
491,4,10575727076,1057076,Schwartbuck,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E5QZ,5.86,8.84,365.73,6244.35,42,475
490,4,10575727055,1057055,Panker,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E5LZ,5.93,6.76,1164.38,19626.26,96,1420
489,4,10575727048,1057048,Lütjenburg,Stadt,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E300,7.53,8.25,2762.52,36685.99,166,2011
488,4,10575727038,1057038,Kletkamp,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E4YQ,4.71,5.65,263.98,5602.11,7,124
487,4,10575727035,1057035,Klamp,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E4RV,4.34,5.57,283.15,6529.17,32,575
486,4,10575727034,1057034,Kirchnüchel,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E557,16.11,3.92,468.85,2910.89,6,153
485,4,10575727030,1057030,Hohwacht (Ostsee),Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E5M0,2.36,5.06,288.71,12242.76,44,870
484,4,10575727029,1057029,Hohenfelde,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E5R0,5.79,7.96,777,13418.74,81,1018
483,4,10575727027,1057027,Högsdorf,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E4LP,7.48,9.74,345.92,4625.02,26,267
482,4,10575727026,1057026,Helmstorf,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E0M2,4.53,4.58,217.86,4810.12,16,349
481,4,10575727021,1057021,Giekau,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E4L5,7.08,8.15,807.18,11404.74,67,822
480,4,10575727013,1057013,Dannau,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E1AZ,17.15,11.27,1100.7,6419.03,40,355
479,4,10575727007,1057007,Blekendorf,Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E4YJ,8.28,7.03,2173.59,26242.94,109,1551
478,4,10575727004,1057004,Behrensdorf (Ostsee),Gemeinde,gemeinschaftsangehörig,DEF0A,DEBKGDL20000E5ML,2.48,4.03,223.31,9014.01,30,745
477,4,10570091091,1057091,Schwentinental,Stadt,--,DEF0A,DEBKGDL20000HETA,4.49,7.04,4469.08,99460.5,427,6066
476,4,10570062062,1057062,Preetz,Stadt,--,DEF0A,DEBKGDL20000E191,4.3,7.93,3405.38,79241.32,429,5408
475,4,10570057057,1057057,Plön,Stadt,--,DEF0A,DEBKGDL20000E2XS,3.6,7.67,1813.24,50321.49,202,2635
474,4,10570009009,1057009,Bösdorf,Gemeinde,--,DEF0A,DEBKGDL20000E1HK,5.53,10.65,796.92,14406.23,69,648
473,4,10570008008,1057008,Bönebüttel,Gemeinde,--,DEF0A,DEBKGDL20000E5TN,7.94,10.12,1423.93,17925.85,139,1373
472,4,10570001001,1057001,Ascheberg (Holstein),Gemeinde,--,DEF0A,DEBKGDL20000E1AT,7.39,13.44,1639.3,22181.7,181,1347
471,4,10565690037,1056037,Neuendeich,Gemeinde,gemeinschaftsangehörig,DEF09,DEBKGDL200014ZEK,15.14,10.99,1341.84,8864.76,51,464
470,4,10565690036,1056036,Moorrege,Gemeinde,gemeinschaftsangehörig,DEF09,DEBKGDL200014ZET,4.96,9.64,1741.44,35118.83,182,1887
469,4,10565690028,1056028,Holm,Gemeinde,gemeinschaftsangehörig,DEF09,DEBKGDL200014ZEZ,3.79,6.69,1216.99,32130.49,116,1734
468,4,10565690027,1056027,Hetlingen,Gemeinde,gemeinschaftsangehörig,DEF09,DEBKGDL200014ZCK,4.12,10.13,542.76,13172.17,72,711
467,4,10565690024,1056024,Heist,Gemeinde,gemeinschaftsangehörig,DEF09,DEBKGDL200014ZES,4.55,7.88,1017.88,22381.37,93,1180
466,4,10565690023,1056023,Heidgraben,Gemeinde,gemeinschaftsangehörig,DEF09,DEBKGDL200014ZDF,6.09,8.89,1186.85,19500.69,138,1552
465,4,10565690020,1056020,Haseldorf,Gemeinde,gemeinschaftsangehörig,DEF09,DEBKGDL200014ZCL,5.28,8.89,821.74,15554.7,81,911
464,4,10565690019,1056019,Haselau,Gemeinde,gemeinschaftsangehörig,DEF09,DEBKGDL200014ZF3,10.02,11.54,1186.04,11835.8,68,589
463,4,10565690016,1056016,Groß Nordende,Gemeinde,gemeinschaftsangehörig,DEF09,DEBKGDL200014ZEV,6.46,9.06,358.6,5549.1,27,298
462,4,10565690001,1056001,Appen,Gemeinde,gemeinschaftsangehörig,DEF09,DEBKGDL200014ZDE,4.04,7.97,1596,39458.19,141,1770
461,4,10565687047,1056047,Tangstedt,Gemeinde,gemeinschaftsangehörig,DEF09,DEBKGDL20000E4L3,5.97,9.57,1065.44,17857.55,90,940
460,4,10565687040,1056040,Prisdorf,Gemeinde,gemeinschaftsangehörig,DEF09,DEBKGDL20000E1UA,11.46,10.87,2327.94,20318.3,90,828
459,4,10565687032,1056032,Kummerfeld,Gemeinde,gemeinschaftsangehörig,DEF09,DEBKGDL20000DXP7,11.62,10.87,1756.61,15121.88,92,846
458,4,10565687013,1056013,Ellerbek,Gemeinde,gemeinschaftsangehörig,DEF09,DEBKGDL20000E0GO,4.71,7.31,1674.92,35566.69,165,2258
457,4,10565687009,1056009,Borstel-Hohenraden,Gemeinde,gemeinschaftsangehörig,DEF09,DEBKGDL20000E1MZ,9.76,10.16,1919.24,19662.25,107,1053
