ARS,AGS,GEN,BEZ,netPotentialShare,buildingWithPVShare,MStRInstalledNetPower,SolarPotentialInMWhPerYear,NumberOfBuildingsWithPV,NumberOfBuildings
146250220220,14625220,Haselbachtal,Gemeinde,13.16,6.02,4186.29,31799.43,155,2573
146250200200,14625200,Großröhrsdorf,Stadt,4.14,6.43,3539.63,85422.49,304,4729
146250160160,14625160,Großdubrau,Gemeinde,7.63,4.91,3413.77,44729.32,176,3584
146250150150,14625150,Göda,Gemeinde,9.23,5.12,3385.88,36671.9,136,2656
146250130130,14625130,Elstra,Stadt,9.02,4,2642.5,29282.1,91,2274
146250120120,14625120,Elsterheide,Gemeinde,9.59,7.41,5058.61,52768.03,265,3576
146250110110,14625110,Doberschau-Gaußig,Gemeinde,8.55,7.14,3255,38088.13,211,2956
146250100100,14625100,Demitz-Thumitz,Gemeinde,3.83,4.1,806.25,21068.76,77,1879
146250090090,14625090,Cunewalde,Gemeinde,5.78,5.49,1811.54,31319.47,135,2458
146250060060,14625060,Burkau,Gemeinde,13.58,6.01,4050.48,29826.98,136,2262
146250030030,14625030,Bernsdorf,Stadt,9.24,6.57,5470.87,59230.91,261,3971
146250020020,14625020,Bautzen,Stadt,7.39,4.63,18454.88,249647.26,726,15687
146250010010,14625010,Arnsdorf,Gemeinde,4.46,7.32,1689.31,37867.46,191,2609
146120000000,14612000,Dresden,Stadt,3.44,5.92,65794.56,1914426.43,5268,88988
145245135290,14524290,Waldenburg,Stadt,8.29,7.84,1975.38,23841.99,162,2067
145245135260,14524260,Remse,Gemeinde,4.27,10.2,782.9,18336.38,85,833
145245135240,14524240,Oberwiera,Gemeinde,12.81,11.15,1267.44,9892.4,94,843
145245128280,14524280,St. Egidien,Gemeinde,8.5,7.11,3805.07,44746.25,118,1659
145245128160,14524160,Lichtenstein/Sa.,Stadt,4.94,6.89,2433.18,49235.52,261,3789
145245128010,14524010,Bernsdorf,Gemeinde,14.21,9.21,2448.01,17231.84,134,1455
145245118270,14524270,Schönberg,Gemeinde,15.28,6.82,1462.53,9573.61,61,894
145245118190,14524190,Meerane,Stadt,4.19,5.67,5087.08,121443.94,336,5927
145245114220,14524220,Niederfrohna,Gemeinde,7.44,9.96,1159.73,15581.63,139,1395
145245114180,14524180,Limbach-Oberfrohna,Stadt,7.02,8.67,9924.68,141284.78,729,8413
145245111130,14524130,Kirchberg,Stadt,7.79,6.82,3792.97,48688.02,245,3595
145245111110,14524110,Hirschfeld,Gemeinde,17.76,8.7,3645.86,20527.79,84,966
145245111100,14524100,Hartmannsdorf b. Kirchberg,Gemeinde,8.14,9.24,997.69,12249.7,58,628
145245111040,14524040,Crinitzberg,Gemeinde,14.96,12.29,2135.28,14273.64,126,1025
145245104050,14524050,Dennheritz,Gemeinde,37.37,8.86,5930.39,15871.3,88,993
145245104030,14524030,Crimmitschau,Stadt,6.73,7.31,8418.33,125073.92,590,8066
145240330330,14524330,Zwickau,Stadt,3.92,7.54,21920.79,559066.51,1495,19826
145240320320,14524320,Wilkau-Haßlau,Stadt,7.58,7.84,3989.23,52643.66,220,2807
145240310310,14524310,Wildenfels,Stadt,12.95,7.97,3047.86,23543.84,128,1606
145240300300,14524300,Werdau,Stadt,9.07,9.11,10533.34,116115.82,686,7531
145240250250,14524250,Reinsdorf,Gemeinde,16.35,11.53,8200.32,50142.05,308,2671
145240230230,14524230,Oberlungwitz,Stadt,7.87,8.56,3161.78,40155.43,202,2360
145240210210,14524210,Neukirchen/Pleiße,Gemeinde,9.28,11.1,2713.9,29232.58,164,1477
145240200200,14524200,Mülsen,Gemeinde,8.78,10.09,5949.18,67754.75,502,4976
145240170170,14524170,Lichtentanne,Gemeinde,5.3,5.41,2517.64,47480.71,253,4680
145240150150,14524150,Langenweißbach,Gemeinde,16.08,7.64,2353.73,14635.15,92,1204
145240140140,14524140,Langenbernsdorf,Gemeinde,5.86,4.16,1875.63,32014.35,168,4038
145240120120,14524120,Hohenstein-Ernstthal,Stadt,4.34,5.44,3365.86,77510.4,312,5736
145240090090,14524090,Hartenstein,Stadt,10.52,9.32,2640.34,25099.32,172,1845
145240080080,14524080,Glauchau,Stadt,7.16,5.83,11615.95,162139.41,567,9733
145240070070,14524070,Gersdorf,Gemeinde,8.8,8.9,1948.26,22139.39,134,1506
145240060060,14524060,Fraureuth,Gemeinde,11.51,9.11,4396.9,38192.93,249,2732
145240020020,14524020,Callenberg,Gemeinde,11.1,8.2,3976.54,35820.45,283,3451
145235402460,14523460,Werda,Gemeinde,3.98,4.59,529.33,13293.36,66,1438
145235402420,14523420,Tirpersdorf,Gemeinde,3,4.26,489.71,16326.49,54,1268
145235402410,14523410,Theuma,Gemeinde,12.51,6.83,1393.93,11140.68,53,776
145235402050,14523050,Bergen,Gemeinde,3.14,3.31,226.7,7218.01,30,905
145235134430,14523430,Treuen,Stadt,7.05,3.75,7033.21,99786.92,229,6103
145235134270,14523270,Neuensalz,Gemeinde,8.53,6.05,3337.84,39142.2,142,2346
145235131370,14523370,Schöneck/Vogtl.,Stadt,3.66,5.26,1063.15,29073.29,126,2396
145235131230,14523230,Mühlental,Gemeinde,15.39,6.17,2587.18,16810.38,76,1231
145235125340,14523340,Reichenbach im Vogtland,Stadt,8.33,6.17,10664.07,128063.11,463,7502
145235125150,14523150,Heinsdorfergrund,Gemeinde,10.22,8.88,4271.98,41800.08,149,1677
145235122440,14523440,Triebel/Vogtl.,Gemeinde,5.08,4.32,692.5,13638.44,52,1205
145235122300,14523300,Oelsnitz/Vogtl.,Stadt,6.73,5.49,7858.74,116811.3,342,6235
145235122080,14523080,Eichigt,Gemeinde,10.72,5.86,2139.77,19967.48,69,1178
145235122060,14523060,Bösenbrunn,Gemeinde,11.16,3.5,1452.68,13014.78,37,1058
145235120260,14523260,Netzschkau,Stadt,4.98,7.05,1578.52,31711.3,125,1772
145235120190,14523190,Limbach,Gemeinde,6.61,7.82,811.06,12276.27,79,1010
145235107290,14523290,Neustadt/Vogtl.,Gemeinde,6.85,10.2,602.78,8793.66,51,500
145235107130,14523130,Grünbach,Gemeinde,9.2,7.13,1287.8,14001.89,65,912
145235107120,14523120,Falkenstein/Vogtl.,Stadt,5.08,3.53,3760.34,73952.16,170,4822
145230450450,14523450,Weischlitz,Gemeinde,6.21,5.06,4627.86,74569.7,320,6320
145230380380,14523380,Steinberg,Gemeinde,4.54,5.31,1364.85,30084.11,100,1883
145230365365,14523365,Rosenbach/Vogtl.,Gemeinde,9.84,5.17,4491.99,45650.59,213,4120
145230360360,14523360,Rodewisch,Stadt,3.07,4.1,1596.96,51938.48,160,3907
145230330330,14523330,Pöhl,Gemeinde,10,4.39,2556.55,25561.94,121,2758
145230320320,14523320,Plauen,Stadt,4.91,4.42,17704.08,360419.72,1180,26681
145230310310,14523310,Pausa-Mühltroff,Stadt,5.52,4.29,3413.62,61847.65,165,3844
145230280280,14523280,Neumark,Gemeinde,10.9,8.82,3732.77,34234.25,179,2030
145230245245,14523245,Muldenhammer,Gemeinde,3.95,4.51,1081.94,27360.19,99,2197
145230200200,14523200,Markneukirchen,Stadt,8.99,4.23,5235.37,58221.44,197,4656
145230170170,14523170,Lengenfeld,Stadt,5.95,4.32,4412.75,74163.37,257,5950
145230160160,14523160,Klingenthal,Stadt,2.18,3.35,1098.32,50396.2,141,4214
145230100100,14523100,Elsterberg,Stadt,11.15,3.15,3132.99,28091.77,101,3210
145230090090,14523090,Ellefeld,Gemeinde,4.3,5.46,975.05,22659.55,68,1245
145230040040,14523040,Bad Elster,Stadt,3.7,3.8,820.68,22207.61,96,2528
145230030030,14523030,Bad Brambach,Gemeinde,6.01,2.04,1364.61,22688.21,50,2457
145230020020,14523020,Auerbach/Vogtl.,Stadt,5.04,5.07,5694.69,112892.43,494,9736
145230010010,14523010,Adorf/Vogtl.,Stadt,4.93,3.67,2034.58,41299.83,99,2701
145225129520,14522520,Sayda,Stadt,7.64,4.62,1579.82,20679.13,69,1495
145225129090,14522090,Dorfchemnitz,Gemeinde,9.05,8.05,1441.75,15928.93,122,1515
145225126600,14522600,Zettlitz,Gemeinde,21.14,7.21,2688.33,12717.35,56,777
145225126530,14522530,Seelitz,Gemeinde,6.02,4.72,1178.41,19563.64,96,2033
145225126490,14522490,Rochlitz,Stadt,7.11,4.36,2580.16,36307.08,135,3094
145225126280,14522280,Königsfeld,Gemeinde,11.63,5.19,1997.92,17181.43,94,1811
145225123620,14522620,Zschaitz-Ottewig,Gemeinde,6.68,4.84,687.79,10296.41,60,1239
145225123450,14522450,Ostrau,Gemeinde,15.67,6.14,7439.28,47477.72,181,2950
145225119360,14522360,Mittweida,Stadt,4.24,4.87,3913.48,92206.37,312,6404
145225119010,14522010,Altmittweida,Gemeinde,5.95,7.37,1319.18,22160.92,116,1573
145225113590,14522590,Weißenborn/Erzgeb.,Gemeinde,3.6,8.83,920.58,25602.66,103,1166
145225113340,14522340,Lichtenberg/Erzgeb.,Gemeinde,7.1,6.25,1552.95,21873.79,95,1520
145225102550,14522550,Taura,Gemeinde,10.82,4.88,2144.26,19819.58,93,1905
145225102380,14522380,Mühlau,Gemeinde,6.41,10.27,1352.44,21101.46,106,1032
145225102060,14522060,Burgstädt,Stadt,9.66,7.86,5644.49,58418.67,304,3869
145220580580,14522580,Wechselburg,Gemeinde,11.26,5.55,1750.34,15548.03,92,1659
145220570570,14522570,Waldheim,Stadt,10.12,5.56,5519.69,54542.45,235,4224
145220540540,14522540,Striegistal,Gemeinde,7.23,5.28,3865,53474.7,192,3637
145220510510,14522510,Roßwein,Stadt,10.92,8.44,5223.67,47840.1,289,3424
145220500500,14522500,Rossau,Gemeinde,17.3,7.27,7632.96,44115,189,2600
145220480480,14522480,Reinsberg,Gemeinde,9.51,6.6,3443.3,36200.22,147,2227
145220470470,14522470,Rechenberg-Bienenmühle,Gemeinde,12.85,8,2823.49,21964.51,144,1799
145220460460,14522460,Penig,Stadt,5.85,6.62,4660.08,79610.13,338,5104
145220440440,14522440,Oederan,Stadt,11.19,7.37,8038.97,71869.72,303,4113
145220430430,14522430,Oberschöna,Gemeinde,6.32,5.73,1491.06,23587.68,117,2041
145220420420,14522420,Niederwiesa,Gemeinde,7.2,8.16,1715.8,23816.7,193,2364
145220400400,14522400,Neuhausen/Erzgeb.,Gemeinde,11.13,5.11,2462.64,22125.17,98,1917
145220390390,14522390,Mulda/Sa.,Gemeinde,6.64,6.48,1520.2,22887.24,92,1419
145220350350,14522350,Lunzenau,Stadt,18.62,4.95,5645.96,30315.28,162,3272
145220330330,14522330,Lichtenau,Gemeinde,8.9,7.51,7340.68,82496.49,443,5895
145220320320,14522320,Leubsdorf,Gemeinde,21.54,8.6,6366.01,29559.95,131,1524
145220310310,14522310,Leisnig,Stadt,8.83,6.75,7271.95,82343.45,392,5805
145220300300,14522300,Kriebstein,Gemeinde,14.25,4.86,3653.41,25640.11,89,1832
145220290290,14522290,Königshain-Wiederau,Gemeinde,5.13,5.3,1264.33,24642.58,137,2583
145220260260,14522260,Hartmannsdorf,Gemeinde,5.16,5.77,2385.34,46217.69,121,2096
145220250250,14522250,Hartha,Stadt,10.8,5.79,6525.91,60437.02,287,4959
145220240240,14522240,Halsbrücke,Gemeinde,5.66,6.3,2792.63,49313.33,216,3426
145220230230,14522230,Hainichen,Stadt,9.81,6.66,7513.95,76618.3,311,4670
145220220220,14522220,Großweitzschen,Gemeinde,13.1,6.21,4212.1,32164.09,151,2431
145220210210,14522210,Großschirma,Stadt,10.3,6.5,6599.59,64077.02,255,3921
145220200200,14522200,Großhartmannsdorf,Gemeinde,8.76,4.89,1765.64,20161.03,93,1902
145220190190,14522190,Geringswalde,Stadt,7.4,4.08,2395.45,32372.31,132,3239
145220180180,14522180,Freiberg,Stadt,4.68,7.01,10450.46,223410.47,620,8843
145220170170,14522170,Frauenstein,Stadt,19.11,5.95,6067.12,31747.09,138,2318
145220150150,14522150,Frankenberg/Sa.,Stadt,6.38,6.77,6025.86,94391.81,385,5683
145220140140,14522140,Flöha,Stadt,4.83,6.71,2695.92,55776.13,270,4022
145220120120,14522120,Erlau,Gemeinde,17.78,10.13,5117.21,28786.47,219,2162
145220110110,14522110,Eppendorf,Gemeinde,15.38,7.06,5385.3,35020.96,144,2040
145220080080,14522080,Döbeln,Stadt,9.14,6.52,15437.41,168839.43,660,10126
145220070070,14522070,Claußnitz,Gemeinde,9.03,7.38,2175.41,24093,151,2045
145220050050,14522050,Brand-Erbisdorf,Stadt,6.3,4.7,5480.01,86952.23,193,4109
145220035035,14522035,Bobritzsch-Hilbersdorf,Gemeinde,11.64,6.9,6071.06,52158.26,253,3669
145220020020,14522020,Augustusburg,Stadt,5.65,6.29,1318.28,23339.67,127,2018
145215405270,14521270,Grünhainichen,Gemeinde,8.81,10.11,2068.15,23466.88,151,1493
145215405090,14521090,Börnichen/Erzgeb.,Gemeinde,24.26,11.63,1403.85,5786.12,62,533
145215140710,14521710,Zwönitz,Stadt,7.77,7.36,5898.78,75963.37,333,4524
145215140180,14521180,Elterlein,Stadt,4.33,6.85,1313.32,30318.77,98,1430
145215139700,14521700,Zschorlau,Gemeinde,6.43,9.42,1720.5,26768.96,207,2197
145215139080,14521080,Bockau,Gemeinde,3.32,4.96,328.28,9886.96,59,1190
145215138690,14521690,Zschopau,Stadt,4.31,7.95,1914.3,44427.32,205,2579
145215138220,14521220,Gornau/Erzgeb.,Gemeinde,9.35,13.85,1993.48,21309.93,209,1509
145215133590,14521590,Stollberg/Erzgeb.,Stadt,6.72,5.39,5394.84,80231.17,270,5009
145215133420,14521420,Niederdorf,Gemeinde,4.73,8.44,1129.17,23873.91,69,818
145215132570,14521570,Seiffen/Erzgeb.,Gemeinde,8.1,4.39,1345.15,16600.98,69,1571
145215132280,14521280,Heidersdorf,Gemeinde,7.08,7.56,461.76,6519.67,35,463
145215132140,14521140,Deutschneudorf,Gemeinde,5.89,3.27,609.24,10342.7,29,886
145215130520,14521520,Schlettau,Stadt,13.97,3.79,3523.68,25221.11,73,1924
145215130510,14521510,Scheibenberg,Stadt,8.42,14.56,1184.96,14072.41,90,618
145215115430,14521430,Niederwürschnitz,Gemeinde,5.55,5.64,944.2,17010.8,82,1455
145215115380,14521380,Lugau/Erzgeb.,Stadt,7.54,6.35,3832.95,50831.95,258,4065
145215110610,14521610,Tannenberg,Gemeinde,4.79,9.49,302.42,6311.34,47,495
145215110210,14521210,Geyer,Stadt,4.95,5.83,1224.01,24752.48,101,1731
145215103230,14521230,Gornsdorf,Gemeinde,5.87,7.7,651.53,11091.9,57,740
145215103120,14521120,Burkhardtsdorf,Gemeinde,7.93,8.06,2936.65,37036.5,213,2642
145215103040,14521040,Auerbach,Gemeinde,13.39,8.12,2095.3,15651.59,73,899
145215101340,14521340,Königswalde,Gemeinde,11.34,10.72,1404.06,12381.33,82,765
145215101060,14521060,Bärenstein,Gemeinde,3.03,5.3,550.03,18125.85,79,1490
145210670670,14521670,Wolkenstein,Stadt,3.33,3.9,1104.6,33165.62,77,1974
145210640640,14521640,Thum,Stadt,5.54,9.14,1379.94,24893.31,189,2068
145210630630,14521630,Thermalbad Wiesenbad,Gemeinde,2.99,4.98,815.7,27281.49,106,2127
145210620620,14521620,Thalheim/Erzgeb.,Stadt,6.19,4.86,1854.94,29944.19,118,2429
145210600600,14521600,Stützengrün,Gemeinde,9.08,8.96,2672.46,29439.77,138,1541
145210560560,14521560,Sehmatal,Gemeinde,5.7,5.08,2700.87,47347.4,204,4014
145210550550,14521550,Schwarzenberg/Erzgeb.,Stadt,3.67,6.47,3577.27,97396.42,358,5530
145210540540,14521540,Schönheide,Gemeinde,2.45,5.22,896.44,36552.61,116,2223
145210530530,14521530,Schneeberg,Stadt,7.08,9.42,5273.14,74461.98,405,4299
145210500500,14521500,Raschau-Markersbach,Gemeinde,10.83,8.89,3850.1,35542.81,162,1822
145210495495,14521495,Pockau-Lengefeld,Stadt,9.64,7.64,5643.52,58569.34,332,4346
145210460460,14521460,Olbernhau,Stadt,10.3,7.28,9374.98,91045.38,421,5784
145210450450,14521450,Oelsnitz/Erzgeb.,Stadt,5.84,5.74,3655.53,62596.13,266,4632
145210440440,14521440,Oberwiesenthal,Stadt,2.83,4.01,577.07,20423.87,59,1472
145210410410,14521410,Neukirchen/Erzgeb.,Gemeinde,7.27,10.89,3705.91,50992.98,307,2819
145210400400,14521400,Mildenau,Gemeinde,13.78,4.2,3554.54,25792.61,95,2261
145210390390,14521390,Marienberg,Stadt,4.67,3.39,5740.98,122985.92,356,10504
145210370370,14521370,Lößnitz,Stadt,8.67,8.18,3590.12,41431.61,203,2481
145210355355,14521355,Lauter-Bernsbach,Stadt,6.69,7.7,3143.46,47007.35,249,3234
145210330330,14521330,Jöhstadt,Stadt,3.21,3.74,672.34,20963.15,58,1550
145210320320,14521320,Johanngeorgenstadt,Stadt,6.09,5.81,1714.74,28178.33,103,1773
145210310310,14521310,Jahnsdorf/Erzgeb.,Gemeinde,8.29,10.72,3477.33,41926.18,275,2566
145210290290,14521290,Hohndorf,Gemeinde,4.32,5.93,654.09,15141.36,94,1585
145210260260,14521260,Grünhain-Beierfeld,Stadt,6.83,6.33,2794.05,40914.84,164,2590
145210250250,14521250,Großrückerswalde,Gemeinde,9.32,3.15,2636.92,28298.58,103,3271
145210240240,14521240,Großolbersdorf,Gemeinde,20.47,11.29,3785.66,18495.98,141,1249
145210200200,14521200,Gelenau/Erzgeb.,Gemeinde,6.55,8.72,1668.45,25479.68,152,1744
145210170170,14521170,Eibenstock,Stadt,5.59,5.5,2561.21,45826.2,176,3202
145210160160,14521160,Ehrenfriedersdorf,Stadt,5.65,9.99,1543.14,27291.24,135,1351
145210150150,14521150,Drebach,Gemeinde,7.2,8.8,2853.5,39607.46,230,2614
145210130130,14521130,Crottendorf,Gemeinde,5.98,10.28,1910.1,31966.69,215,2092
145210110110,14521110,Breitenbrunn/Erzgeb.,Gemeinde,5.71,8.28,2035.51,35628.16,196,2367
145210035035,14521035,Aue-Bad Schlema,Stadt,4.25,3.63,5083.7,119531.41,205,5650
145210020020,14521020,Annaberg-Buchholz,Stadt,2.71,3.02,2897.26,107032.18,260,8620
145210010010,14521010,Amtsberg,Gemeinde,6.76,7.88,1407.91,20819.27,166,2107
145110000000,14511000,Chemnitz,Stadt,4.45,6.86,51299.25,1152138.37,3572,52103
130765668158,13076158,Zapel,Gemeinde,1.92,2.06,79.9,4162.34,9,437
130765668140,13076140,Tramm,Gemeinde,5.8,7.17,546.95,9436.2,37,516
130765668133,13076133,Sukow,Gemeinde,22.55,7.09,2473.71,10971.28,73,1030
130765668117,13076117,Raben Steinfeld,Gemeinde,12.33,4.68,564.59,4580.28,24,513
130765668113,13076113,Plate,Gemeinde,16.83,7.98,3639.05,21621.77,155,1942
130765668112,13076112,Pinnow,Gemeinde,9.04,6.93,1043.07,11536.59,138,1992
130765668082,13076082,Leezen,Gemeinde,12.53,7.89,2319.84,18511.94,132,1672
130765668080,13076080,Langen Brütz,Gemeinde,5.6,6.71,285.3,5092.91,33,492
130765668044,13076044,Gneven,Gemeinde,20.7,10.49,553.78,2674.79,28,267
130765668038,13076038,Friedrichsruhe,Gemeinde,6.21,8.27,740.84,11923.06,53,641
130765668033,13076033,Dobin am See,Gemeinde,10.24,6.53,1485.02,14505.24,105,1607
130765668029,13076029,Demen,Gemeinde,12.27,9.92,1954.02,15929.16,66,665
130765668025,13076025,Crivitz,Stadt,8.86,3.13,3729.6,42106.43,153,4888
130765668024,13076024,Cambs,Gemeinde,3.34,7.69,143.85,4301.69,27,351
130765668023,13076023,Bülow,Gemeinde,6.82,4.76,288.7,4235.76,9,189
130765668007,13076007,Barnin,Gemeinde,15.68,5.7,762.02,4861.04,32,561
130765668005,13076005,Banzkow,Gemeinde,6.32,5.62,2037.24,32252.94,118,2101
130765667159,13076159,Zarrentin am Schaalsee,Stadt,6.19,6.15,2597.54,41961.15,180,2928
130765667142,13076142,Vellahn,Gemeinde,8.93,5.29,2708.74,30334.4,109,2059
130765667092,13076092,Lüttow-Valluhn,Gemeinde,7.64,6.94,2234.3,29229.36,43,620
130765667073,13076073,Kogel,Gemeinde,8.32,5.23,660.51,7936.22,33,631
130765667039,13076039,Gallin,Gemeinde,5.81,5.33,2107.1,36295.01,25,469
130765666153,13076153,Wittendörp,Gemeinde,7.83,5.55,2947.16,37624.08,128,2308
130765666152,13076152,Wittenburg,Stadt,17.56,4.67,12910.23,73502.57,191,4087
130765665163,13076163,Zülow,Gemeinde,1.34,3.2,21.98,1634.21,4,125
130765665154,13076154,Wittenförden,Gemeinde,7.61,10.1,1144.55,15049.89,97,960
130765665147,13076147,Warsow,Gemeinde,16.94,8.42,842.54,4974.84,33,392
130765665130,13076130,Stralendorf,Gemeinde,4.29,8.09,451.92,10525.91,62,766
130765665121,13076121,Schossin,Gemeinde,23.54,10.8,704.48,2993.17,23,213
130765665107,13076107,Pampow,Gemeinde,6.12,9.75,1222.19,19968.17,124,1272
130765665071,13076071,Klein Rogahn,Gemeinde,18.77,6.59,1043.84,5560.6,38,577
130765665063,13076063,Holthusen,Gemeinde,10.09,7.65,1034.23,10249.96,42,549
130765665036,13076036,Dümmer,Gemeinde,6.67,5.77,767.26,11500.73,76,1318
130765664167,13076167,Kloster Tempzin,Gemeinde,12.56,6.23,864.8,6887.08,24,385
130765664155,13076155,Witzin,Gemeinde,9,5.71,566.62,6297.14,31,543
130765664148,13076148,Weitendorf,Gemeinde,4.63,2.38,240.82,5206.32,13,546
130765664128,13076128,Sternberg,Stadt,3.29,3.86,875.2,26613.16,96,2487
130765664101,13076101,Mustin,Gemeinde,7.56,5.49,478.19,6322.14,29,528
130765664078,13076078,Kuhlen-Wendorf,Gemeinde,2.37,4.43,222.91,9392.65,31,700
130765664072,13076072,Kobrow,Gemeinde,4.53,7.57,395.17,8718.56,24,317
130765664062,13076062,Hohen Pritz,Gemeinde,3.97,4.08,168.72,4248.36,19,466
130765664026,13076026,Dabel,Gemeinde,3.49,3.8,696.68,19958.28,60,1578
130765664020,13076020,Brüel,Stadt,15.25,2.96,3601.85,23623.99,64,2159
130765664015,13076015,Borkow,Gemeinde,5.3,5.11,276.92,5220.27,25,489
130765664011,13076011,Blankenberg,Gemeinde,1.91,2.4,71.37,3745.08,10,416
130765663166,13076166,Ganzlin,Gemeinde,6.09,2.94,1537.91,25272.38,63,2144
130765663114,13076114,Plau am See,Stadt,7.73,3.51,3954.51,51170.69,208,5931
130765663006,13076006,Barkhagen,Gemeinde,8.53,5.07,895.89,10502.33,36,710
130765662164,13076164,Obere Warnow,Gemeinde,6.32,4.97,860.32,13608.88,38,764
130765662162,13076162,Zölkow,Gemeinde,19.68,4.74,1657.5,8423.78,30,633
130765662160,13076160,Ziegendorf,Gemeinde,4.9,4.37,495.23,10103.54,46,1053
130765662129,13076129,Stolpe,Gemeinde,1.95,3.32,111.74,5734,13,391
130765662126,13076126,Spornitz,Gemeinde,18.3,8.47,2894.06,15818.47,73,862
130765662120,13076120,Rom,Gemeinde,9.2,4.47,950.54,10337.31,40,895
130765662085,13076085,Lewitzrand,Gemeinde,11.23,5.26,1891.71,16848.68,63,1197
130765662068,13076068,Karrenzin,Gemeinde,12.17,4.47,1324.15,10876.59,37,828
130765662056,13076056,Groß Godems,Gemeinde,4.3,6.6,216.01,5022.37,27,409
130765662035,13076035,Domsühl,Gemeinde,8.38,7.07,1495.26,17835.65,70,990
130765660105,13076105,Neustadt-Glewe,Stadt,14.86,7.84,7998.62,53815.24,218,2782
130765660017,13076017,Brenz,Gemeinde,10.69,8.58,974.76,9116.06,26,303
130765660012,13076012,Blievenstorf,Gemeinde,16.1,3.85,816.06,5068.59,16,416
130765659156,13076156,Wöbbelin,Gemeinde,10.51,10.48,948.7,9025.04,46,439
130765659146,13076146,Warlow,Gemeinde,5.16,6.04,252.4,4893.09,30,497
130765659141,13076141,Uelitz,Gemeinde,6.77,6.12,211.84,3127.23,24,392
130765659134,13076134,Sülstorf,Gemeinde,40.79,9.64,2631.5,6450.82,57,591
130765659118,13076118,Rastow,Gemeinde,7.09,5.4,2023.01,28532.92,81,1499
130765659087,13076087,Lüblow,Gemeinde,3.58,4.27,251.48,7030.29,25,585
130765659086,13076086,Lübesse,Gemeinde,17.65,6.88,1661.76,9414.31,37,538
130765659058,13076058,Groß Laasch,Gemeinde,4.71,4.94,357.46,7595.26,41,830
130765659046,13076046,Göhlen,Gemeinde,6.91,3.91,537.09,7777.19,28,716
130765659018,13076018,Bresegard bei Eldena,Gemeinde,24.92,5.34,1462.38,5867.24,15,281
130765659001,13076001,Alt Krenzlin,Gemeinde,16.12,6.63,1363.02,8452.97,44,664
130765658169,13076169,Toddin,Gemeinde,1.55,2.32,139.99,9027.93,19,820
130765658145,13076145,Warlitz,Gemeinde,4.92,6.41,217.46,4422.72,23,359
130765658131,13076131,Strohkirchen,Gemeinde,8.45,6.23,154.22,1825.9,17,273
130765658119,13076119,Redefin,Gemeinde,3.44,4.82,201.5,5856.34,21,436
130765658116,13076116,Pritzier,Gemeinde,39.06,5.49,1625.81,4161.93,13,237
130765658111,13076111,Picher,Gemeinde,13.97,3,1132.64,8104.91,23,767
