ARS,AGS,GEN,BEZ,netPotentialShare,buildingWithPVShare,MStRInstalledNetPower,SolarPotentialInMWhPerYear,NumberOfBuildingsWithPV,NumberOfBuildings
10595919126,1059126,Hürup,Gemeinde,14.58,13.8,2111.87,14483.05,134,971
10595919116,1059116,Großsolt,Gemeinde,9.22,8.44,1964.11,21297.86,130,1540
10595919103,1059103,Ausacker,Gemeinde,14.92,11.36,1125.66,7546.3,61,537
10595919101,1059101,Tastrup,Gemeinde,8.81,10.03,367.66,4173.82,34,339
10595915078,1059078,Selk,Gemeinde,7.45,13.38,841.88,11306.51,70,523
10595915056,1059056,Lottorf,Gemeinde,11.6,16.67,429.35,3702.16,27,162
10595915043,1059043,Jagel,Gemeinde,5.11,8.84,549.42,10760.17,48,543
10595915032,1059032,Geltorf,Gemeinde,2.97,8.96,161.04,5418.29,19,212
10595915026,1059026,Fahrdorf,Gemeinde,10.31,18.98,2376.15,23055.17,224,1180
10595915019,1059019,Dannewerk,Gemeinde,8.6,10.92,1373.82,15982.39,88,806
10595915018,1059018,Busdorf,Gemeinde,7.29,12.32,1502.4,20616.41,127,1031
10595915012,1059012,Borgwedel,Gemeinde,6.7,15.22,619.73,9254.21,77,506
10595912174,1059174,Wanderup,Gemeinde,14.97,14.89,4956.07,33105.86,262,1760
10595912169,1059169,Süderhackstedt,Gemeinde,17.97,12.72,1203.24,6694.31,43,338
10595912162,1059162,Sollerup,Gemeinde,15.68,18.64,2061.66,13145.03,63,338
10595912138,1059138,Langstedt,Gemeinde,12.04,12.95,1498.08,12445.7,90,695
10595912132,1059132,Jörl,Gemeinde,15.38,16.28,2040.41,13270.82,84,516
10595912131,1059131,Jerrishoe,Gemeinde,18.35,15.56,2487.06,13552.83,96,617
10595912128,1059128,Janneby,Gemeinde,20.53,14.76,1961.63,9556.63,53,359
10595912107,1059107,Eggebek,Gemeinde,7.5,11.17,2427.8,32362.96,161,1441
10590183183,1059183,Handewitt,Gemeinde,10.78,11.67,15140.09,140405.03,747,6402
10590120120,1059120,Harrislee,Gemeinde,6.55,8.79,5268.88,80452.55,400,4553
10590113113,1059113,Glücksburg (Ostsee),Stadt,3.35,4.71,1582.97,47200.33,182,3862
10590075075,1059075,Schleswig,Stadt,5.05,7.31,8518.8,168669.27,676,9249
10590045045,1059045,Kappeln,Stadt,6.06,6.71,5611.45,92552.9,417,6214
10585895167,1058167,Wapelfeld,Gemeinde,11.85,12.5,609.6,5145.29,39,312
10585895164,1058164,Todenbüttel,Gemeinde,7.64,9.93,1135.91,14865.87,94,947
10585895161,1058161,Thaden,Gemeinde,21.74,9.83,1926.46,8862.27,29,295
10585895159,1058159,Tappendorf,Gemeinde,14.24,9.94,902.32,6335.02,32,322
10585895158,1058158,Tackesdorf,Gemeinde,6.72,5.63,122.8,1826.45,4,71
10585895156,1058156,Steenfeld,Gemeinde,18.24,7.66,2164.29,11866.46,35,457
10585895151,1058151,Seefeld,Gemeinde,20.21,9.66,1570.88,7773.82,40,414
10585895134,1058134,Remmels,Gemeinde,7.15,8.23,557.07,7787.81,41,498
10585895131,1058131,Rade b. Hohenwestedt,Gemeinde,19.86,9.3,706.18,3555.55,12,129
10585895128,1058128,Padenstedt,Gemeinde,8.05,8.47,1348.2,16748.55,110,1298
10585895125,1058125,Osterstedt,Gemeinde,9.59,7.19,993.12,10351.81,42,584
10585895119,1058119,Oldenbüttel,Gemeinde,14.8,7.5,986.67,6666.45,27,360
10585895115,1058115,Nindorf,Gemeinde,11.8,5.85,1477.25,12514.35,45,769
10585895113,1058113,Nienborstel,Gemeinde,7.12,8.37,845.1,11866.33,53,633
10585895106,1058106,Mörel,Gemeinde,4.68,5.26,216.87,4636.5,13,247
10585895103,1058103,Meezen,Gemeinde,7.94,7.65,522.81,6588.27,38,497
10585895100,1058100,Lütjenwestedt,Gemeinde,6.2,7.77,934.5,15084.03,52,669
10585895085,1058085,Jahrsdorf,Gemeinde,4.72,7.19,264.43,5604.78,23,320
10585895077,1058077,Hohenwestedt,Gemeinde,5.89,4.54,4150.21,70473.03,192,4231
10585895074,1058074,Heinkenborstel,Gemeinde,11.54,7.61,517.25,4484.04,15,197
10585895072,1058072,Hanerau-Hademarschen,Gemeinde,10,8.5,3074.24,30728.39,150,1764
10585895062,1058062,Grauel,Gemeinde,25.06,8.23,1460.82,5830.2,27,328
10585895061,1058061,Gokels,Gemeinde,5.78,5.24,438.98,7596.97,30,572
10585895044,1058044,Ehndorf,Gemeinde,6.15,7.83,552.67,8983.38,45,575
10585895025,1058025,Bornholt,Gemeinde,15.57,10.34,687.94,4418.02,24,232
10585895015,1058015,Beringstedt,Gemeinde,9.44,6.82,1250.64,13246.74,57,836
10585895014,1058014,Bendorf,Gemeinde,17.31,9.06,2607.12,15057.83,57,629
10585895013,1058013,Beldorf,Gemeinde,31.2,13.05,3129.37,10031.37,50,383
10585895009,1058009,Aukrug,Gemeinde,5.73,5.83,2758.09,48097.54,229,3931
10585895007,1058007,Arpsdorf,Gemeinde,5.66,7.67,300.4,5306.62,24,313
10585893174,1058174,Winnemark,Gemeinde,10.3,10.54,749.76,7280.15,43,408
10585893173,1058173,Windeby,Gemeinde,7.05,5.93,832.91,11809.47,50,843
10585893166,1058166,Waabs,Gemeinde,4.97,5.13,1046.15,21029.1,70,1365
10585893162,1058162,Thumby,Gemeinde,9.58,7.21,776.56,8108.09,33,458
10585893137,1058137,Rieseby,Gemeinde,6.88,6.79,1526.4,22196.62,127,1870
10585893102,1058102,Goosefeld,Gemeinde,7.86,5.37,578.15,7357.2,28,521
10585893099,1058099,Loose,Gemeinde,10.48,10.04,704.32,6718.53,45,448
10585893090,1058090,Kosel,Gemeinde,7.89,7.01,1265.49,16038.74,89,1269
10585893087,1058087,Karby,Gemeinde,12.31,14.84,557.04,4525.38,46,310
10585893084,1058084,Hummelfeld,Gemeinde,9.62,18.72,550.24,5719.98,35,187
10585893082,1058082,Holzdorf,Gemeinde,7.17,7.52,1010.54,14085.01,55,731
10585893067,1058067,Güby,Gemeinde,5.06,7.4,355.84,7026.61,23,311
10585893057,1058057,Gammelby,Gemeinde,5.22,7.55,223.28,4274.09,21,278
10585893052,1058052,Fleckeby,Gemeinde,6.32,10.49,984.26,15568.83,105,1001
10585893042,1058042,Dörphof,Gemeinde,13.69,12.7,1332.34,9734.28,56,441
10585893040,1058040,Damp,Gemeinde,8.92,7.24,1729.22,19378.95,91,1257
10585893032,1058032,Brodersby,Gemeinde,6.65,7.44,788.17,11843.9,50,672
10585893012,1058012,Barkelsby,Gemeinde,9.46,8.8,1388.84,14686.67,99,1125
10585893004,1058004,Altenhof,Gemeinde,5.8,7.41,194.08,3343.39,16,216
10585890175,1058175,Ahlefeld-Bistensee,Gemeinde,9,11.79,585.92,6509.81,33,280
10585890152,1058152,Sehestedt,Gemeinde,8.47,10.5,625.72,7391.54,53,505
10585890127,1058127,Owschlag,Gemeinde,9.91,11.23,4448.67,44906.04,298,2653
10585890123,1058123,Osterby,Gemeinde,6.77,7.98,717.66,10595.37,56,702
10585890111,1058111,Neu Duvenstedt,Gemeinde,10.18,9.23,351.59,3452.41,12,130
10585890088,1058088,Klein Wittensee,Gemeinde,16.12,15.56,785.63,4872.17,28,180
10585890083,1058083,Hütten,Gemeinde,5.37,11.76,207.58,3868.17,18,153
10585890081,1058081,Holzbunge,Gemeinde,5.28,7.57,240.26,4547.96,19,251
10585890080,1058080,Holtsee,Gemeinde,5.54,10.89,1165.01,21012.96,88,808
10585890069,1058069,Haby,Gemeinde,11.03,14.39,478.88,4339.9,40,278
10585890066,1058066,Groß Wittensee,Gemeinde,8.26,9.51,1175.26,14223.41,76,799
10585890039,1058039,Damendorf,Gemeinde,9.07,14.11,523.78,5773.54,34,241
10585890035,1058035,Bünsdorf,Gemeinde,12.37,9.85,1580.48,12780.22,60,609
10585890030,1058030,Brekendorf,Gemeinde,11.48,15.62,1285.6,11202.22,90,576
10585890024,1058024,Borgstedt,Gemeinde,9.29,10.68,1778.16,19146.77,80,749
10585890008,1058008,Ascheffel,Gemeinde,4.18,9.69,379.2,9074.76,47,485
10585889170,1058170,Wattenbek,Gemeinde,8.74,19.01,1581.95,18103.36,169,889
10585889153,1058153,Sören,Gemeinde,2.46,8.14,62.77,2551.58,7,86
10585889144,1058144,Schönbek,Gemeinde,17.56,12.79,816.9,4652.08,22,172
10585889143,1058143,Schmalstede,Gemeinde,10.56,14.97,423.29,4006.63,22,147
10585889133,1058133,Reesdorf,Gemeinde,12.6,17.43,345.08,2738.59,19,109
10585889109,1058109,Negenharrie,Gemeinde,9.04,10.26,496.06,5489.5,32,312
10585889108,1058108,Mühbrook,Gemeinde,10.47,19.65,635.26,6066.65,68,346
10585889098,1058098,Loop,Gemeinde,12.37,7.96,542.7,4388.7,16,201
10585889076,1058076,Hoffeld,Gemeinde,5.74,11.61,169.24,2946.94,13,112
10585889064,1058064,Groß Buchwald,Gemeinde,7.1,9.16,471.74,6640.53,24,262
10585889063,1058063,Grevenkrug,Gemeinde,7.69,11,224.3,2914.93,11,100
10585889033,1058033,Brügge,Gemeinde,8.97,12.81,1031.53,11496.14,73,570
10585889022,1058022,Bordesholm,Gemeinde,9.22,17.38,4478.69,48578.43,433,2491
10585889016,1058016,Bissee,Gemeinde,11.13,13.16,460.42,4136.12,15,114
10585888146,1058146,Schülldorf,Gemeinde,7.32,10.62,669.13,9136.19,55,518
10585888140,1058140,Schacht-Audorf,Gemeinde,3.26,5.44,1365.51,41930.12,154,2829
10585888132,1058132,Rade b. Rendsburg,Gemeinde,3.71,4.9,145.46,3925.94,10,204
10585888124,1058124,Osterrönfeld,Gemeinde,17.35,9.19,8166.93,47065.92,264,2872
10585888122,1058122,Ostenfeld (Rendsburg),Gemeinde,7.16,8.47,557.87,7790.69,37,437
10585888073,1058073,Haßmoor,Gemeinde,10.78,6.06,659.62,6121.13,16,264
10585888026,1058026,Bovenau,Gemeinde,10.17,7.91,1535.93,15100.2,71,898
10585864168,1058168,Warder,Gemeinde,5.75,8.07,446.17,7756.28,41,508
10585864163,1058163,Timmaspe,Gemeinde,12.51,6.63,1943.83,15537.23,77,1162
10585864147,1058147,Schülp b. Nortorf,Gemeinde,13.44,5.47,1269.84,9447.23,38,695
10585864120,1058120,Oldenhütten,Gemeinde,10.67,11.49,327.53,3069.73,17,148
10585864117,1058117,Nortorf,Stadt,6.47,9.55,4338.46,67042.17,269,2816
10585864094,1058094,Langwedel,Gemeinde,8.53,10.24,1563.82,18340.73,116,1133
10585864091,1058091,Krogaspe,Gemeinde,4.85,5.27,389.03,8014.46,29,550
10585864065,1058065,Groß Vollstedt,Gemeinde,8.76,20.79,714.82,8160.87,90,433
10585864059,1058059,Gnutz,Gemeinde,5.1,6.76,1092.74,21431.65,94,1391
10585864049,1058049,Emkendorf,Gemeinde,7.94,8.17,1583.38,19934.71,78,955
10585864046,1058046,Ellerdorf,Gemeinde,7.36,10.58,451.44,6134.83,29,274
10585864045,1058045,Eisendorf,Gemeinde,2.47,9.73,123.76,5020.17,18,185
10585864038,1058038,Dätgen,Gemeinde,11.14,11.43,1153.44,10357.31,52,455
10585864027,1058027,Brammer,Gemeinde,16.42,6.9,1488.79,9067.85,31,449
10585864023,1058023,Borgdorf-Seedorf,Gemeinde,3.48,5.92,175.09,5037.41,17,287
10585864021,1058021,Bokel,Gemeinde,3.46,5.88,362.3,10461.62,34,578
10585864011,1058011,Bargstedt,Gemeinde,4.76,6.94,657.02,13810.86,50,720
10585859141,1058141,Schierensee,Gemeinde,3.2,5.03,175.24,5467.96,16,318
10585859139,1058139,Rumohr,Gemeinde,5.2,10.16,431.31,8292.79,44,433
10585859138,1058138,Rodenbek,Gemeinde,7.95,6.77,376.16,4732.5,21,310
10585859107,1058107,Molfsee,Gemeinde,3.41,7.66,1164.51,34167.98,154,2011
10585859105,1058105,Mielkendorf,Gemeinde,5.19,8.78,509.72,9818.04,59,672
10585859018,1058018,Blumenthal,Gemeinde,5.96,11.2,389.18,6534.71,41,366
10585853172,1058172,Westerrönfeld,Gemeinde,6.7,10.6,2209.13,32970.51,215,2028
10585853155,1058155,Stafstedt,Gemeinde,21.57,7.62,2400.84,11129.12,33,433
10585853148,1058148,Schülp b. Rendsburg,Gemeinde,15.89,13.28,1940.64,12214.64,81,610
10585853101,1058101,Luhnstedt,Gemeinde,6.14,5.61,459.45,7483.18,22,392
10585853086,1058086,Jevenstedt,Gemeinde,8.95,9.02,3749.13,41890.23,207,2295
10585853075,1058075,Hörsten,Gemeinde,18,14.93,428.2,2378.41,10,67
10585853071,1058071,Hamweddel,Gemeinde,10.17,10.33,972.86,9564.12,50,484
10585853068,1058068,Haale,Gemeinde,7.92,7.45,871.46,11006.74,45,604
10585853048,1058048,Embühren,Gemeinde,18.86,10.94,1098.52,5823.6,28,256
10585853031,1058031,Brinjahe,Gemeinde,10.85,6.92,319.95,2948.78,11,159
10585847154,1058154,Sophienhamm,Gemeinde,6.84,11.49,237.01,3466.54,20,174
10585847129,1058129,Prinzenmoor,Gemeinde,13.66,7.75,577.2,4224.2,11,142
10585847097,1058097,Lohe-Föhrden,Gemeinde,14.01,10.93,1113.09,7943.09,34,311
10585847089,1058089,Königshügel,Gemeinde,8.19,7.6,366.48,4477.38,13,171
10585847078,1058078,Hohn,Gemeinde,7.62,16.1,2278.64,29889.89,199,1236
10585847070,1058070,Hamdorf,Gemeinde,6.24,7.36,1453.64,23300.4,91,1236
10585847056,1058056,Friedrichsholm,Gemeinde,14.78,10.59,1189.06,8042.99,36,340
10585847055,1058055,Friedrichsgraben,Gemeinde,0.76,1.67,13.4,1772.55,1,60
10585847047,1058047,Elsdorf-Westermühlen,Gemeinde,9.64,9.34,2329.91,24178.74,128,1371
10585847036,1058036,Christiansholm,Gemeinde,6.03,6.04,266.36,4413.91,16,265
10585847029,1058029,Breiholz,Gemeinde,12.83,11.78,2362.26,18412.62,106,900
10585847010,1058010,Bargstall,Gemeinde,2.12,3.08,61.76,2916.3,4,130
10585833136,1058136,Rickert,Gemeinde,6.08,11.42,433.08,7121.77,50,438
10585833118,1058118,Nübbel,Gemeinde,9.2,8.65,1397.29,15193.47,74,855
10585833054,1058054,Fockbek,Gemeinde,6.29,11.84,3855.84,61307.86,341,2880
10585833003,1058003,Alt Duvenstedt,Gemeinde,6,10.6,1114.92,18573.49,99,934
10585830160,1058160,Techelsdorf,Gemeinde,8.16,14.12,136.55,1673.74,12,85
10585830145,1058145,Schönhorst,Gemeinde,4.26,7.85,176.97,4149.88,15,191
10585830053,1058053,Flintbek,Gemeinde,4.35,9.17,2308.46,53107.71,235,2564
10585830019,1058019,Böhnhusen,Gemeinde,9.27,14.19,331.89,3581.43,21,148
10585824165,1058165,Tüttendorf,Gemeinde,8.66,13.2,1114.1,12868.93,89,674
10585824142,1058142,Schinkel,Gemeinde,7.66,12.35,697.03,9105.19,74,599
10585824121,1058121,Osdorf,Gemeinde,8.3,11.39,2011.9,24234.91,175,1537
10585824112,1058112,Neuwittenbek,Gemeinde,13.32,10.36,1531.7,11503.15,70,676
10585824110,1058110,Neudorf-Bornstein,Gemeinde,6.66,7.26,682.94,10255.77,64,882
10585824096,1058096,Lindau,Gemeinde,6.81,8.96,1314.12,19293.71,102,1138
10585824058,1058058,Gettorf,Gemeinde,6.95,10.27,3616.67,52007.16,379,3692
10585824051,1058051,Felm,Gemeinde,8.12,11.17,793.5,9770.42,66,591
10585822157,1058157,Strande,Gemeinde,9.38,11.48,1173.02,12505.63,76,662
10585822150,1058150,Schwedeneck,Gemeinde,8.12,10.36,2262.66,27857.51,146,1409
10585822116,1058116,Noer,Gemeinde,7.28,9.79,826.44,11357.26,60,613
10585822037,1058037,Dänischenhagen,Gemeinde,8.45,15.03,2167.48,25653.76,221,1470
10585803171,1058171,Westensee,Gemeinde,5.54,7.24,801.92,14476.15,65,898
10585803130,1058130,Quarnbek,Gemeinde,9.9,9.46,1285.05,12984.68,99,1046
10585803126,1058126,Ottendorf,Gemeinde,7.58,7.94,652.78,8609.03,56,705
10585803104,1058104,Melsdorf,Gemeinde,5.38,12.3,1367.29,25437.66,92,748
10585803093,1058093,Krummwisch,Gemeinde,11.61,8.37,1215.73,10473.44,44,526
10585803050,1058050,Felde,Gemeinde,12.91,13.29,2392.14,18535.19,138,1038
10585803028,1058028,Bredenbek,Gemeinde,10.01,10.15,1456.13,14551.98,92,906
10585803001,1058001,Achterwehr,Gemeinde,6.39,9.2,541.84,8480.33,55,598
10580169169,1058169,Wasbek,Gemeinde,5.61,6.02,1933.05,34460.85,130,2158
10580135135,1058135,Rendsburg,Stadt,2.82,5.42,5275.22,187097.79,354,6526
10580092092,1058092,Kronshagen,Gemeinde,3.08,5.15,1553.94,50488.68,192,3730
10580043043,1058043,Eckernförde,Stadt,3.09,4.99,4217.82,136330.89,457,9164
10580034034,1058034,Büdelsdorf,Stadt,4.89,9.69,3877.17,79328.37,289,2981
10580005005,1058005,Altenholz,Gemeinde,5.43,10.65,2912,53646.92,304,2854
10575785085,1057085,Wankendorf,Gemeinde,5.17,12.8,1219.58,23600.12,128,1000
10575785083,1057083,Tasdorf,Gemeinde,4.31,11.6,200.5,4651.77,21,181
10575785080,1057080,Stolpe,Gemeinde,7.35,14.05,856.92,11655.04,85,605
10575785071,1057071,Schillsdorf,Gemeinde,7.18,14.9,990.25,13785.09,76,510
10575785069,1057069,Ruhwinkel,Gemeinde,8.37,11.94,1431.16,17100.51,51,427
10575785068,1057068,Rendswühren,Gemeinde,12.32,19,1513.07,12285.48,76,400
10575785024,1057024,Großharrie,Gemeinde,6.62,8.25,609.2,9199.21,34,412
10575785005,1057005,Belau,Gemeinde,10.19,12.69,471.79,4630.63,34,268
10575782074,1057074,Schönkirchen,Gemeinde,5.77,6.76,2503.9,43422.93,198,2930
10575782051,1057051,Mönkeberg,Gemeinde,6.24,8.71,911.02,14610.79,109,1251
10575782025,1057025,Heikendorf,Gemeinde,5.2,8.79,2578.59,49574.17,277,3151
10575775090,1057090,Fargau-Pratjau,Gemeinde,12.02,7.18,1311,10907.09,50,696
10575775077,1057077,Selent,Gemeinde,9.26,13.24,1022.5,11041.29,98,740
10575775072,1057072,Schlesen,Gemeinde,8.31,9.38,397.7,4786.45,32,341
10575775052,1057052,Mucheln,Gemeinde,3.05,4.02,182.56,5992.39,18,448
10575775050,1057050,Martensrade,Gemeinde,6.35,8.42,670.32,10556.64,58,689
10575775044,1057044,Lammershagen,Gemeinde,1.28,1.87,32.17,2506.23,4,214
10575775016,1057016,Dobersdorf,Gemeinde,10.59,14.49,1154.28,10895.1,91,628
10575755088,1057088,Wisch,Gemeinde,6.39,6.64,452,7074.71,49,738
10575755087,1057087,Wendtorf,Gemeinde,6.62,8.51,567.79,8572.65,44,517
10575755081,1057081,Stoltenberg,Gemeinde,9.79,8.8,334.78,3419.79,22,250
10575755079,1057079,Stein,Gemeinde,9.92,13.38,661.35,6670.1,57,426
10575755078,1057078,Stakendorf,Gemeinde,6.79,7.64,437.63,6447.45,35,458
10575755073,1057073,Schönberg (Holstein),Gemeinde,6.05,9.32,2965.57,49005.11,275,2951
10575755063,1057063,Probsteierhagen,Gemeinde,9.55,9.67,1738.66,18214.01,127,1314
10575755060,1057060,Prasdorf,Gemeinde,8.86,7.94,386.46,4360.99,25,315
10575755056,1057056,Passade,Gemeinde,28,14.78,921.72,3291.81,30,203
10575755049,1057049,Lutterbek,Gemeinde,16.12,16.99,358.65,2225.05,26,153
10575755043,1057043,Laboe,Gemeinde,3.55,8.16,1068.78,30121.86,139,1704
10575755041,1057041,Krummbek,Gemeinde,9.28,7.6,426.2,4591.33,20,263
10575755040,1057040,Krokau,Gemeinde,16.75,12.96,620.42,3704.5,32,247
10575755039,1057039,Köhn,Gemeinde,11.89,11.69,1007.72,8473.85,69,590
10575755028,1057028,Höhndorf,Gemeinde,15.12,16.98,746.43,4937.9,36,212
10575755020,1057020,Fiefbergen,Gemeinde,6.01,8.18,332.3,5531.07,32,391
10575755018,1057018,Fahren,Gemeinde,7.25,9.38,118.05,1627.59,9,96
10575755012,1057012,Brodersdorf,Gemeinde,13.04,12.32,450.3,3453.48,26,211
10575755006,1057006,Bendfeld,Gemeinde,4.02,6.01,92.38,2300.8,11,183
10575755003,1057003,Barsbek,Gemeinde,12.73,14.12,557.49,4378.8,37,262
10575747086,1057086,Warnau,Gemeinde,5.6,7.63,182.83,3265.1,18,236
10575747084,1057084,Wahlstorf,Gemeinde,9.17,6.65,580.85,6334.19,23,346
10575747070,1057070,Schellhorn,Gemeinde,5.7,7.46,566.2,9931.21,54,724
10575747066,1057066,Rastorf,Gemeinde,8.97,7.59,1076.73,12007.97,51,672
10575747059,1057059,Postfeld,Gemeinde,8.71,15.38,421.26,4835.97,42,273
10575747058,1057058,Pohnsdorf,Gemeinde,13.11,9.33,868.7,6624.24,28,300
10575747054,1057054,Nettelsee,Gemeinde,20.43,12.66,840.69,4115.96,29,229
10575747047,1057047,Löptin,Gemeinde,2.35,6.43,90.62,3854.99,11,171
10575747046,1057046,Lehmkuhlen,Gemeinde,9.9,9.2,1574.16,15900.26,79,859
10575747042,1057042,Kühren,Gemeinde,12.6,9.83,963.01,7642.95,35,356
10575747037,1057037,Klein Barkau,Gemeinde,7.7,8.51,261.98,3404.02,16,188
10575747033,1057033,Kirchbarkau,Gemeinde,7.56,13.21,336.06,4444.7,42,318
10575747031,1057031,Honigsee,Gemeinde,6.05,5.98,341.85,5648.73,15,251
10575747023,1057023,Großbarkau,Gemeinde,4,6.9,130.27,3258.68,10,145
10575747011,1057011,Bothkamp,Gemeinde,7.53,10.34,314.29,4172.4,21,203
10575747010,1057010,Boksee,Gemeinde,5,8.36,209.44,4192.67,27,323
10575747002,1057002,Barmissen,Gemeinde,9.13,7.08,260.68,2856.63,8,113
10575739089,1057089,Wittmoldt,Gemeinde,7.33,11.93,185.17,2527.08,13,109
10575739067,1057067,Rathjensdorf,Gemeinde,16.04,8.7,969.15,6043.53,30,345
10575739065,1057065,Rantzau,Gemeinde,3.76,5.75,187.6,4991.5,18,313
10575739053,1057053,Nehmten,Gemeinde,13.55,13.03,750.66,5538.54,37,284
10575739045,1057045,Lebrade,Gemeinde,7.47,7.54,445.38,5965.89,30,398
10575739032,1057032,Kalübbe,Gemeinde,9.34,11.57,609.92,6532.74,42,363
10575739022,1057022,Grebin,Gemeinde,6.01,7.54,819.68,13638.65,57,756
10575739017,1057017,Dörnick,Gemeinde,7.34,13.33,259.02,3529.49,20,150
10575739015,1057015,Dersau,Gemeinde,11.27,7.67,1048.7,9305.77,45,587
10575727082,1057082,Tröndel,Gemeinde,10.22,6.13,565.85,5534.65,20,326
10575727076,1057076,Schwartbuck,Gemeinde,5.86,8.84,365.73,6244.35,42,475
10575727055,1057055,Panker,Gemeinde,5.93,6.76,1164.38,19626.26,96,1420
10575727048,1057048,Lütjenburg,Stadt,7.53,8.25,2762.52,36685.99,166,2011
10575727038,1057038,Kletkamp,Gemeinde,4.71,5.65,263.98,5602.11,7,124
10575727035,1057035,Klamp,Gemeinde,4.34,5.57,283.15,6529.17,32,575
10575727034,1057034,Kirchnüchel,Gemeinde,16.11,3.92,468.85,2910.89,6,153
10575727030,1057030,Hohwacht (Ostsee),Gemeinde,2.36,5.06,288.71,12242.76,44,870
10575727029,1057029,Hohenfelde,Gemeinde,5.79,7.96,777,13418.74,81,1018
10575727027,1057027,Högsdorf,Gemeinde,7.48,9.74,345.92,4625.02,26,267
10575727026,1057026,Helmstorf,Gemeinde,4.53,4.58,217.86,4810.12,16,349
10575727021,1057021,Giekau,Gemeinde,7.08,8.15,807.18,11404.74,67,822
10575727013,1057013,Dannau,Gemeinde,17.15,11.27,1100.7,6419.03,40,355
10575727007,1057007,Blekendorf,Gemeinde,8.28,7.03,2173.59,26242.94,109,1551
10575727004,1057004,Behrensdorf (Ostsee),Gemeinde,2.48,4.03,223.31,9014.01,30,745
10570091091,1057091,Schwentinental,Stadt,4.49,7.04,4469.08,99460.5,427,6066
10570062062,1057062,Preetz,Stadt,4.3,7.93,3405.38,79241.32,429,5408
10570057057,1057057,Plön,Stadt,3.6,7.67,1813.24,50321.49,202,2635
10570009009,1057009,Bösdorf,Gemeinde,5.53,10.65,796.92,14406.23,69,648
10570008008,1057008,Bönebüttel,Gemeinde,7.94,10.12,1423.93,17925.85,139,1373
10570001001,1057001,Ascheberg (Holstein),Gemeinde,7.39,13.44,1639.3,22181.7,181,1347
10565690037,1056037,Neuendeich,Gemeinde,15.14,10.99,1341.84,8864.76,51,464
10565690036,1056036,Moorrege,Gemeinde,4.96,9.64,1741.44,35118.83,182,1887
10565690028,1056028,Holm,Gemeinde,3.79,6.69,1216.99,32130.49,116,1734
10565690027,1056027,Hetlingen,Gemeinde,4.12,10.13,542.76,13172.17,72,711
10565690024,1056024,Heist,Gemeinde,4.55,7.88,1017.88,22381.37,93,1180
10565690023,1056023,Heidgraben,Gemeinde,6.09,8.89,1186.85,19500.69,138,1552
10565690020,1056020,Haseldorf,Gemeinde,5.28,8.89,821.74,15554.7,81,911
10565690019,1056019,Haselau,Gemeinde,10.02,11.54,1186.04,11835.8,68,589
10565690016,1056016,Groß Nordende,Gemeinde,6.46,9.06,358.6,5549.1,27,298
10565690001,1056001,Appen,Gemeinde,4.04,7.97,1596,39458.19,141,1770
10565687047,1056047,Tangstedt,Gemeinde,5.97,9.57,1065.44,17857.55,90,940
10565687040,1056040,Prisdorf,Gemeinde,11.46,10.87,2327.94,20318.3,90,828
10565687032,1056032,Kummerfeld,Gemeinde,11.62,10.87,1756.61,15121.88,92,846
10565687013,1056013,Ellerbek,Gemeinde,4.71,7.31,1674.92,35566.69,165,2258
10565687009,1056009,Borstel-Hohenraden,Gemeinde,9.76,10.16,1919.24,19662.25,107,1053
10565660035,1056035,Lutzhorn,Gemeinde,7.51,9.29,1085.56,14453.97,55,592
10565660034,1056034,Langeln,Gemeinde,2.1,6.49,196.09,9346.55,25,385
10565660026,1056026,Hemdingen,Gemeinde,7.79,9.36,1874.46,24075.95,102,1090
10565660022,1056022,Heede,Gemeinde,4.44,8.02,564.95,12733.16,42,524
10565660017,1056017,Groß Offenseth-Aspern,Gemeinde,16.4,7.23,1184.56,7221.85,18,249
10565660014,1056014,Ellerhoop,Gemeinde,5.04,8.35,866.44,17186.56,79,946
10565660011,1056011,Bullenkuhlen,Gemeinde,6.83,6.73,360.03,5272.24,15,223
10565660008,1056008,Bokholt-Hanredder,Gemeinde,6.8,8.89,940.68,13830.56,68,765
10565660004,1056004,Bilsen,Gemeinde,2.89,4.66,307.55,10624.09,21,451
10565660003,1056003,Bevern,Gemeinde,5.08,6.13,528.35,10404.19,28,457
10565636051,1056051,Westerhorn,Gemeinde,5.58,8.38,755.83,13549.58,69,823
10565636038,1056038,Osterhorn,Gemeinde,14.71,9.86,1409.2,9578.16,29,294
10565636010,1056010,Brande-Hörnerkirchen,Gemeinde,10.86,9.01,2210.04,20351.03,102,1132
10565636006,1056006,Bokel,Gemeinde,9.94,16.93,1120.96,11280.37,75,443
10565616046,1056046,Seeth-Ekholt,Gemeinde,3.7,6.06,354.48,9583.42,32,528
10565616045,1056045,Seestermühe,Gemeinde,7.47,7.12,751.28,10054.93,46,646
10565616042,1056042,Raa-Besenbek,Gemeinde,5.14,5.66,526.28,10232.49,27,477
10565616033,1056033,Seester,Gemeinde,9.39,8.76,921.6,9813.6,58,662
10565616031,1056031,Kölln-Reisiek,Gemeinde,6.19,9.41,1157.92,18716.18,136,1445
10565616030,1056030,Klein Offenseth-Sparrieshoop,Gemeinde,8.27,9.78,2611.53,31565.81,206,2107
10565616029,1056029,Klein Nordende,Gemeinde,4.86,7.12,1097.52,22568.06,128,1798
10560050050,1056050,Wedel,Stadt,2.62,6.23,4605.3,175664.85,466,7480
